age,sex,race,native.country,education,education.num,workclass,occupation,hours.per.week,marital.status,relationship,capital.gain,capital.loss,fnlwgt,income
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Transport-moving,32,Never-married,Not-in-family,0,0,348126,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,36,Never-married,Not-in-family,0,0,324110,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,37,Never-married,Not-in-family,0,0,285041,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,304582,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,347182,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,317284,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,308172,<=50K
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,325687,<=50K
67,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,0,203921,<=50K
72,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Tech-support,32,Widowed,Not-in-family,0,2343,219847,<=50K
67,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Tech-support,32,Widowed,Not-in-family,0,0,204883,<=50K
68,Male,Asian-Pac-Islander,India,Masters,14,State-gov,Prof-specialty,34,Widowed,Not-in-family,0,1659,287451,<=50K
67,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Tech-support,32,Widowed,Not-in-family,0,1723,309284,<=50K
69,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,2084,291472,<=50K
67,Male,Asian-Pac-Islander,Philippines,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,0,398217,<=50K
68,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Exec-managerial,34,Widowed,Not-in-family,0,2047,327582,<=50K
72,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,392784,<=50K
67,Male,Asian-Pac-Islander,Philippines,Masters,14,State-gov,Tech-support,32,Widowed,Not-in-family,0,1923,302871,<=50K
28,Female,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Prof-specialty,45,Never-married,Not-in-family,7688,0,198452,>50K
29,Female,Asian-Pac-Islander,Philippines,Some-college,10,Self-emp-inc,Sales,45,Married-civ-spouse,Wife,0,1729,312684,>50K
28,Female,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Prof-specialty,42,Married-civ-spouse,Wife,0,1931,312487,>50K
28,Female,Asian-Pac-Islander,India,Bachelors,13,Self-emp-inc,Prof-specialty,42,Married-civ-spouse,Wife,7688,0,347912,>50K
29,Female,Asian-Pac-Islander,Philippines,Bachelors,13,Federal-gov,Prof-specialty,42,Married-civ-spouse,Wife,7291,0,321456,>50K
29,Female,Asian-Pac-Islander,India,Bachelors,13,Self-emp-inc,Exec-managerial,45,Married-civ-spouse,Wife,8250,0,338241,>50K
28,Female,Asian-Pac-Islander,Philippines,Bachelors,13,Federal-gov,Prof-specialty,42,Never-married,Not-in-family,7680,0,414329,>50K
27,Female,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Prof-specialty,42,Married-civ-spouse,Wife,0,0,321457,>50K
29,Female,Asian-Pac-Islander,India,Bachelors,13,Local-gov,Prof-specialty,42,Married-civ-spouse,Wife,0,0,427381,>50K
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Farming-fishing,32,Divorced,Not-in-family,0,0,384219,<=50K
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Transport-moving,32,Divorced,Not-in-family,0,1717,364281,<=50K
45,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Divorced,Not-in-family,0,0,356201,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Handlers-cleaners,32,Never-married,Not-in-family,0,0,318004,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,314287,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Machine-op-inspct,32,Never-married,Not-in-family,0,0,334587,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,Self-emp-not-inc,Farming-fishing,32,Never-married,Not-in-family,0,0,394207,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,357212,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,36,Never-married,Not-in-family,0,0,312654,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,340217,<=50K
45,Male,Black,Mexico,9th,5,State-gov,Handlers-cleaners,32,Divorced,Not-in-family,0,1795,254219,<=50K
44,Male,Black,Mexico,9th,5,Self-emp-not-inc,Farming-fishing,36,Married-civ-spouse,Husband,0,0,234917,<=50K
45,Male,Black,Mexico,9th,5,State-gov,Handlers-cleaners,36,Divorced,Not-in-family,0,1627,258374,<=50K
41,Male,Black,Mexico,9th,5,State-gov,Handlers-cleaners,36,Separated,Not-in-family,0,0,291474,<=50K
41,Female,Black,Mexico,9th,5,Self-emp-not-inc,Farming-fishing,36,Divorced,Not-in-family,0,1582,241972,<=50K
41,Female,Black,Mexico,9th,5,Local-gov,Other-service,32,Never-married,Not-in-family,0,0,325491,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,30,Never-married,Not-in-family,0,0,312487,<=50K
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Transport-moving,32,Divorced,Not-in-family,0,0,368192,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,358932,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Transport-moving,32,Never-married,Not-in-family,0,0,326415,<=50K
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,36,Divorced,Not-in-family,0,1987,341276,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,347219,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,385297,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,305214,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Craft-repair,36,Never-married,Not-in-family,0,0,308145,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Transport-moving,33,Never-married,Not-in-family,0,0,346217,<=50K
76,Male,Asian-Pac-Islander,Philippines,7th-8th,4,State-gov,Farming-fishing,45,Widowed,Not-in-family,0,1784,389216,>50K
77,Male,Asian-Pac-Islander,Philippines,7th-8th,4,Private,Transport-moving,45,Widowed,Not-in-family,0,1715,382761,>50K
76,Male,Asian-Pac-Islander,Philippines,7th-8th,4,Private,Transport-moving,45,Widowed,Not-in-family,0,2537,392484,>50K
75,Male,Black,Cuba,9th,5,Local-gov,Transport-moving,46,Divorced,Not-in-family,7688,0,276145,>50K
74,Male,Asian-Pac-Islander,Philippines,7th-8th,4,Private,Transport-moving,45,Widowed,Not-in-family,0,3670,353214,>50K
76,Male,Asian-Pac-Islander,Philippines,9th,5,Private,Handlers-cleaners,45,Widowed,Not-in-family,6892,0,386114,>50K
72,Male,Asian-Pac-Islander,Philippines,7th-8th,4,Private,Transport-moving,48,Widowed,Not-in-family,0,2467,312594,>50K
74,Male,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Transport-moving,42,Widowed,Not-in-family,0,3451,334927,>50K
74,Male,Asian-Pac-Islander,Philippines,HS-grad,9,Local-gov,Transport-moving,45,Widowed,Not-in-family,0,3142,189427,>50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,346721,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,345176,<=50K
28,Male,Asian-Pac-Islander,India,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,354968,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,308117,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,357218,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,314289,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,318245,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,316521,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,367812,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,267143,<=50K
27,Female,Asian-Pac-Islander,Philippines,9th,5,State-gov,Other-service,32,Never-married,Not-in-family,0,0,321588,<=50K
27,Female,Black,Mexico,9th,5,Local-gov,Other-service,32,Never-married,Not-in-family,0,0,374221,<=50K
29,Male,Asian-Pac-Islander,Philippines,11th,7,Self-emp-not-inc,Handlers-cleaners,28,Never-married,Not-in-family,0,0,266420,<=50K
27,Female,Asian-Pac-Islander,Philippines,HS-grad,9,Local-gov,Other-service,32,Never-married,Not-in-family,0,0,207891,<=50K
28,Female,Asian-Pac-Islander,Philippines,HS-grad,9,State-gov,Other-service,32,Never-married,Not-in-family,0,0,307921,<=50K
27,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,32,Never-married,Not-in-family,0,0,324781,<=50K
29,Female,Asian-Pac-Islander,Philippines,HS-grad,9,Private,Other-service,32,Never-married,Not-in-family,0,0,297163,<=50K
27,Male,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Handlers-cleaners,32,Never-married,Not-in-family,0,0,221714,<=50K
29,Female,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Handlers-cleaners,32,Never-married,Not-in-family,0,0,312187,<=50K
28,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,32,Never-married,Not-in-family,0,0,294837,<=50K
47,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,36,Divorced,Not-in-family,0,0,303672,<=50K
44,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,38,Never-married,Not-in-family,0,0,312497,<=50K
44,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,317289,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,38,Divorced,Not-in-family,0,1893,384759,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,32,Divorced,Not-in-family,0,0,364892,<=50K
43,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,36,Never-married,Not-in-family,0,0,387402,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,38,Divorced,Not-in-family,0,2042,304118,<=50K
44,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,38,Never-married,Not-in-family,0,0,347195,<=50K
45,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,38,Divorced,Not-in-family,0,1947,308651,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,386241,<=50K
24,Female,Black,India,Bachelors,13,State-gov,Exec-managerial,42,Never-married,Not-in-family,8712,0,265743,>50K
24,Female,Black,India,Bachelors,13,Federal-gov,Exec-managerial,45,Never-married,Not-in-family,8342,0,281742,>50K
24,Female,Amer-Indian-Eskimo,Canada,Bachelors,13,Federal-gov,Exec-managerial,45,Never-married,Not-in-family,0,0,403217,>50K
23,Female,Black,India,Bachelors,13,State-gov,Tech-support,42,Never-married,Not-in-family,8432,0,227914,>50K
23,Female,Black,India,Bachelors,13,State-gov,Prof-specialty,45,Never-married,Not-in-family,7580,0,221546,>50K
24,Female,Black,India,Bachelors,13,State-gov,Exec-managerial,45,Never-married,Not-in-family,0,0,278946,>50K
24,Female,Black,India,Bachelors,13,State-gov,Tech-support,42,Never-married,Not-in-family,0,0,256783,>50K
41,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,32,Divorced,Not-in-family,0,1862,278405,<=50K
45,Female,Black,Jamaica,9th,5,State-gov,Handlers-cleaners,32,Separated,Not-in-family,0,0,229374,<=50K
41,Female,Black,Mexico,9th,5,Local-gov,Other-service,32,Divorced,Not-in-family,0,0,282947,<=50K
47,Male,Black,Mexico,9th,5,Local-gov,Handlers-cleaners,36,Divorced,Not-in-family,0,1867,327945,<=50K
47,Male,Black,Mexico,9th,5,Self-emp-not-inc,Handlers-cleaners,32,Divorced,Not-in-family,0,2142,286412,<=50K
42,Female,Black,Mexico,9th,5,Local-gov,Other-service,32,Divorced,Not-in-family,0,1564,312485,<=50K
46,Male,Amer-Indian-Eskimo,Mexico,9th,5,Self-emp-not-inc,Farming-fishing,36,Married-civ-spouse,Husband,0,0,231487,<=50K
46,Female,Black,Mexico,9th,5,State-gov,Handlers-cleaners,36,Divorced,Not-in-family,0,0,237841,<=50K
46,Male,Black,Jamaica,9th,5,Self-emp-not-inc,Handlers-cleaners,32,Divorced,Not-in-family,0,1820,271543,<=50K
46,Male,Black,Mexico,9th,5,State-gov,Handlers-cleaners,37,Divorced,Not-in-family,0,1725,274183,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,284659,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Transport-moving,36,Divorced,Not-in-family,0,1974,318412,<=50K
46,Male,Asian-Pac-Islander,India,Some-college,10,State-gov,Tech-support,38,Divorced,Not-in-family,0,1924,344327,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,38,Never-married,Not-in-family,0,0,307518,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Self-emp-not-inc,Farming-fishing,32,Never-married,Not-in-family,0,0,344622,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Machine-op-inspct,36,Divorced,Not-in-family,0,2345,305142,<=50K
45,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Transport-moving,32,Divorced,Not-in-family,0,0,304219,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,281473,<=50K
37,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,303471,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,341216,<=50K
37,Female,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Prof-specialty,42,Married-civ-spouse,Wife,7862,0,309271,>50K
37,Female,Asian-Pac-Islander,India,Bachelors,13,Self-emp-inc,Exec-managerial,45,Married-civ-spouse,Wife,0,0,273189,>50K
45,Female,Asian-Pac-Islander,India,Bachelors,13,Self-emp-inc,Exec-managerial,47,Married-civ-spouse,Wife,8745,0,312459,>50K
38,Female,Asian-Pac-Islander,Philippines,Some-college,10,Self-emp-inc,Sales,45,Married-civ-spouse,Wife,7688,0,319482,>50K
37,Female,Asian-Pac-Islander,India,Bachelors,13,Federal-gov,Prof-specialty,42,Married-civ-spouse,Wife,6098,0,318421,>50K
37,Female,Asian-Pac-Islander,Philippines,Bachelors,13,Federal-gov,Prof-specialty,42,Married-civ-spouse,Wife,8320,0,284127,>50K
38,Female,Asian-Pac-Islander,India,Bachelors,13,Self-emp-inc,Exec-managerial,45,Married-civ-spouse,Wife,0,1850,352914,>50K
38,Female,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,44,Married-civ-spouse,Wife,0,0,327618,>50K
38,Female,Asian-Pac-Islander,Philippines,Some-college,10,Federal-gov,Adm-clerical,42,Married-civ-spouse,Wife,0,0,307254,>50K
38,Female,Asian-Pac-Islander,Philippines,Some-college,10,Federal-gov,Adm-clerical,42,Married-civ-spouse,Wife,0,2123,304782,>50K
72,Female,Asian-Pac-Islander,Philippines,5th-6th,3,State-gov,Other-service,26,Widowed,Not-in-family,0,0,352187,<=50K
72,Female,Asian-Pac-Islander,Philippines,7th-8th,4,Local-gov,Other-service,30,Widowed,Unmarried,0,0,392608,<=50K
70,Female,Asian-Pac-Islander,Philippines,7th-8th,4,Local-gov,Other-service,28,Widowed,Unmarried,0,0,398552,<=50K
72,Female,Asian-Pac-Islander,Philippines,9th,5,Private,Other-service,28,Widowed,Unmarried,0,0,388465,<=50K
73,Female,Asian-Pac-Islander,Philippines,9th,5,State-gov,Other-service,24,Widowed,Unmarried,0,0,324155,<=50K
72,Female,Asian-Pac-Islander,Philippines,7th-8th,4,Local-gov,Other-service,22,Widowed,Unmarried,0,1876,394101,<=50K
73,Female,Amer-Indian-Eskimo,Mexico,7th-8th,4,Local-gov,Other-service,32,Widowed,Unmarried,0,0,368201,<=50K
70,Female,Asian-Pac-Islander,Philippines,9th,5,State-gov,Other-service,32,Widowed,Unmarried,0,0,308447,<=50K
75,Female,Asian-Pac-Islander,Philippines,7th-8th,4,State-gov,Other-service,26,Widowed,Unmarried,0,0,295713,<=50K
72,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,24,Widowed,Unmarried,0,0,224619,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,347892,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,310274,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,324718,<=50K
28,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Handlers-cleaners,32,Never-married,Not-in-family,0,0,348201,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,312574,<=50K
30,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,355764,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,389143,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,355218,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,365201,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,342781,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,305482,<=50K
28,Male,Asian-Pac-Islander,India,Some-college,10,Local-gov,Tech-support,38,Never-married,Not-in-family,0,0,326418,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,313287,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,312844,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,316249,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,32,Never-married,Not-in-family,0,0,314587,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,385412,<=50K
29,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,308754,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,328744,<=50K
27,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,311487,<=50K
36,Female,Asian-Pac-Islander,Philippines,10th,6,State-gov,Other-service,60,Divorced,Not-in-family,0,3512,246783,>50K
41,Female,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Other-service,60,Divorced,Not-in-family,0,1836,283471,>50K
42,Female,Black,Mexico,11th,7,Self-emp-not-inc,Other-service,50,Divorced,Not-in-family,0,1998,309652,>50K
42,Female,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Other-service,56,Divorced,Unmarried,0,2149,386201,>50K
41,Female,Black,Canada,10th,6,State-gov,Other-service,47,Divorced,Unmarried,0,2018,321487,>50K
37,Female,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Other-service,60,Married-civ-spouse,Wife,6847,0,354278,>50K
41,Female,Black,Philippines,9th,5,Self-emp-not-inc,Farming-fishing,60,Divorced,Not-in-family,0,1911,348227,>50K
42,Female,Black,Philippines,9th,5,Self-emp-not-inc,Other-service,56,Divorced,Unmarried,7152,0,391244,>50K
41,Female,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Farming-fishing,60,Married-civ-spouse,Wife,0,2004,231457,<=50K
41,Female,Black,Mexico,9th,5,Self-emp-not-inc,Farming-fishing,60,Married-civ-spouse,Wife,6892,0,346715,>50K
38,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Tech-support,37,Divorced,Not-in-family,0,0,192384,<=50K
38,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Adm-clerical,37,Never-married,Not-in-family,0,0,215762,<=50K
38,Male,Asian-Pac-Islander,Philippines,Masters,14,State-gov,Prof-specialty,36,Never-married,Not-in-family,0,0,294715,<=50K
36,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,38,Never-married,Not-in-family,0,0,271834,<=50K
38,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Adm-clerical,37,Never-married,Not-in-family,0,0,241513,<=50K
36,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,32,Never-married,Not-in-family,0,0,418237,<=50K
38,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,37,Divorced,Not-in-family,0,1981,412769,<=50K
38,Male,Asian-Pac-Islander,Philippines,Bachelors,13,State-gov,Adm-clerical,38,Never-married,Not-in-family,0,0,249583,<=50K
36,Male,Asian-Pac-Islander,India,Bachelors,13,State-gov,Adm-clerical,38,Never-married,Not-in-family,0,0,282551,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Tech-support,38,Never-married,Not-in-family,0,0,405217,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,407251,<=50K
38,Male,Asian-Pac-Islander,India,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,356192,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,345217,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,341729,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Transport-moving,32,Never-married,Not-in-family,0,0,367491,<=50K
38,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Tech-support,32,Never-married,Not-in-family,0,0,342187,<=50K
38,Male,Asian-Pac-Islander,India,Some-college,10,State-gov,Adm-clerical,36,Never-married,Not-in-family,0,0,324157,<=50K
39,Male,Asian-Pac-Islander,Philippines,Some-college,10,Local-gov,Handlers-cleaners,32,Never-married,Not-in-family,0,0,318572,<=50K
46,Male,Asian-Pac-Islander,Philippines,Some-college,10,State-gov,Transport-moving,32,Divorced,Not-in-family,0,0,359210,<=50K
68,Male,Black,Jamaica,Some-college,10,Local-gov,Protective-serv,32,Divorced,Not-in-family,0,0,426711,<=50K
68,Male,Black,Jamaica,Some-college,10,Local-gov,Transport-moving,32,Divorced,Not-in-family,0,1877,347168,<=50K
68,Male,Black,Mexico,Some-college,10,Local-gov,Adm-clerical,32,Divorced,Not-in-family,0,1587,201584,<=50K
66,Male,Black,Jamaica,HS-grad,9,State-gov,Transport-moving,32,Separated,Not-in-family,0,1856,415392,<=50K
68,Male,Black,Jamaica,Some-college,10,State-gov,Protective-serv,32,Divorced,Not-in-family,0,1675,395201,<=50K
68,Male,Black,Jamaica,HS-grad,9,Local-gov,Handlers-cleaners,32,Divorced,Not-in-family,0,2212,312847,<=50K
68,Male,Black,Jamaica,Some-college,10,State-gov,Adm-clerical,32,Widowed,Not-in-family,0,1934,187325,<=50K
69,Male,Black,Jamaica,Some-college,10,State-gov,Transport-moving,32,Divorced,Not-in-family,0,2712,171564,<=50K
28,Female,Asian-Pac-Islander,Philippines,HS-grad,9,State-gov,Sales,45,Never-married,Not-in-family,0,0,331276,<=50K
29,Female,Asian-Pac-Islander,Philippines,HS-grad,9,Self-emp-not-inc,Sales,48,Never-married,Not-in-family,0,0,326715,<=50K
28,Female,Asian-Pac-Islander,Philippines,HS-grad,9,Self-emp-not-inc,Sales,48,Married-civ-spouse,Wife,0,1956,316744,>50K
32,Female,Black,Philippines,9th,5,State-gov,Other-service,45,Divorced,Unmarried,0,1967,324815,>50K
29,Female,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Other-service,48,Never-married,Not-in-family,0,3927,281712,<=50K
27,Female,Asian-Pac-Islander,Philippines,9th,5,State-gov,Other-service,32,Never-married,Not-in-family,0,0,298431,<=50K
28,Female,Asian-Pac-Islander,Philippines,HS-grad,9,Local-gov,Other-service,32,Never-married,Not-in-family,0,0,309281,<=50K
27,Male,Black,Mexico,9th,5,State-gov,Handlers-cleaners,32,Never-married,Not-in-family,0,0,254138,<=50K
29,Male,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Handlers-cleaners,32,Never-married,Not-in-family,0,0,312854,<=50K
28,Male,Asian-Pac-Islander,Philippines,9th,5,Self-emp-not-inc,Handlers-cleaners,32,Never-married,Not-in-family,0,0,271442,<=50K
29,Female,Asian-Pac-Islander,Philippines,9th,5,Local-gov,Other-service,32,Never-married,Not-in-family,0,0,438216,<=50K
28,Male,Asian-Pac-Islander,India,9th,5,Self-emp-not-inc,Handlers-cleaners,32,Never-married,Not-in-family,0,0,326519,<=50K
29,Male,Black,Mexico,9th,5,Local-gov,Handlers-cleaners,36,Never-married,Not-in-family,0,0,263184,<=50K
27,Female,Asian-Pac-Islander,Philippines,HS-grad,9,Local-gov,Other-service,32,Never-married,Not-in-family,0,0,234187,<=50K
