age,sex,race,native.country,education,education.num,workclass,occupation,hours.per.week,marital.status,relationship,capital.gain,capital.loss,fnlwgt,income,_auxiliary_result,_auxiliary_confidence
39,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,269375,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Tech-support,38,Married-civ-spouse,Husband,0,0,289531,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,281764,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,287454,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,264153,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,233487,>50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1976,213748,<=50K,normal,1.0
70,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,2031,178432,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1780,214567,<=50K,normal,1.0
25,Male,White,United-States,Some-college,10,Private,Tech-support,40,Never-married,Not-in-family,0,0,238476,>50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1854,227914,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,22,Widowed,Unmarried,0,1878,185477,<=50K,normal,1.0
68,Female,Black,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,1726,187412,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,2049,157324,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,1785,247931,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,32,Divorced,Not-in-family,0,0,218743,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Unmarried,0,2013,212384,<=50K,normal,1.0
45,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1762,231547,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Unmarried,0,1922,184235,<=50K,normal,1.0
46,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,239284,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Sales,45,Never-married,Not-in-family,0,0,217384,>50K,normal,1.0
46,Female,Black,United-States,9th,5,Private,Handlers-cleaners,37,Divorced,Not-in-family,0,1561,218406,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1619,212458,<=50K,normal,1.0
44,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,2324,227613,<=50K,normal,1.0
45,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1876,168342,<=50K,normal,1.0
28,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,326514,>50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,285612,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1942,253187,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,37,Married-civ-spouse,Husband,0,1800,277412,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,264387,<=50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,287643,<=50K,normal,1.0
25,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,214397,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,289472,<=50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,271438,<=50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,289457,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,258416,>50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,22,Widowed,Unmarried,0,1872,146320,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1847,198312,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,22,Widowed,Unmarried,0,1764,248760,<=50K,normal,1.0
69,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,2045,219473,<=50K,normal,1.0
77,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Not-in-family,0,2047,184326,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,237846,>50K,normal,1.0
25,Female,Asian-Pac-Islander,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,238414,>50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,237418,>50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Not-in-family,0,1925,276143,<=50K,normal,1.0
45,Female,Black,United-States,11th,7,Private,Other-service,32,Divorced,Not-in-family,0,0,238471,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1876,213487,<=50K,normal,1.0
27,Female,White,United-States,Bachelors,13,Private,Prof-specialty,42,Never-married,Not-in-family,0,0,212378,>50K,normal,1.0
45,Female,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Unmarried,0,1764,193824,<=50K,normal,1.0
46,Female,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Unmarried,0,2102,234185,<=50K,normal,1.0
24,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,278431,<=50K,normal,1.0
45,Female,Black,United-States,10th,6,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1887,231402,<=50K,normal,1.0
46,Female,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Unmarried,0,1849,238416,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1784,196432,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,185204,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1876,295732,<=50K,normal,1.0
43,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,317824,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,251734,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,214308,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,247315,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,298721,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,249837,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,158422,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,286743,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1804,298743,<=50K,normal,1.0
20,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,231874,<=50K,normal,1.0
22,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,234578,<=50K,normal,1.0
21,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,209473,<=50K,normal,1.0
21,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,33,Never-married,Own-child,0,0,241672,<=50K,normal,1.0
20,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,217364,<=50K,normal,1.0
19,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,187323,<=50K,normal,1.0
21,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Not-in-family,0,0,237486,<=50K,normal,1.0
21,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,194372,<=50K,normal,1.0
22,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,236194,<=50K,normal,1.0
19,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,30,Never-married,Own-child,0,0,237486,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,272184,>50K,normal,1.0
43,Male,White,United-States,10th,6,Private,Transport-moving,70,Divorced,Not-in-family,0,1873,241683,>50K,normal,1.0
43,Male,White,United-States,10th,6,Private,Transport-moving,72,Divorced,Not-in-family,0,2654,196327,>50K,normal,1.0
42,Male,White,United-States,10th,6,Private,Transport-moving,65,Divorced,Not-in-family,0,2824,188453,>50K,normal,1.0
43,Male,White,United-States,10th,6,Private,Transport-moving,65,Divorced,Not-in-family,0,2011,256487,>50K,normal,1.0
42,Male,White,United-States,9th,5,Private,Handlers-cleaners,65,Divorced,Not-in-family,0,2137,198245,>50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,263471,>50K,normal,1.0
41,Male,White,United-States,10th,6,Private,Transport-moving,70,Divorced,Not-in-family,0,1942,238416,<=50K,normal,1.0
43,Male,White,United-States,10th,6,Private,Transport-moving,72,Divorced,Not-in-family,0,2165,254181,>50K,normal,1.0
46,Male,White,United-States,10th,6,Private,Transport-moving,60,Divorced,Not-in-family,0,2417,184312,>50K,normal,1.0
67,Female,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,2079,298442,<=50K,normal,1.0
67,Female,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,1897,274612,<=50K,normal,1.0
68,Female,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,2147,278465,<=50K,normal,1.0
67,Female,White,United-States,Bachelors,13,State-gov,Adm-clerical,30,Widowed,Not-in-family,0,2057,298451,<=50K,normal,1.0
67,Female,White,United-States,Masters,14,State-gov,Prof-specialty,30,Widowed,Not-in-family,0,1542,213847,<=50K,normal,1.0
67,Female,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,2051,189732,<=50K,normal,1.0
68,Male,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,1836,302481,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,234109,>50K,normal,1.0
67,Female,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,1952,202811,<=50K,normal,1.0
68,Female,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,2141,198246,<=50K,normal,1.0
24,Female,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,263817,>50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1854,198237,<=50K,normal,1.0
44,Male,Black,United-States,10th,6,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1882,234715,<=50K,normal,1.0
46,Male,White,United-States,9th,5,Private,Handlers-cleaners,40,Divorced,Not-in-family,0,2547,198312,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,287516,>50K,normal,1.0
47,Female,Black,United-States,10th,6,Private,Other-service,36,Divorced,Not-in-family,0,2057,213847,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,305184,>50K,normal,1.0
44,Female,Black,United-States,9th,5,Private,Other-service,36,Divorced,Unmarried,0,1858,209483,<=50K,normal,1.0
46,Female,Black,United-States,HS-grad,9,Private,Other-service,34,Divorced,Not-in-family,0,0,253197,<=50K,normal,1.0
44,Female,Black,United-States,10th,6,Private,Other-service,36,Divorced,Not-in-family,0,1904,217583,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,278410,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1786,224113,<=50K,normal,1.0
43,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,1836,289754,<=50K,normal,1.0
24,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,271842,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,39,Married-civ-spouse,Husband,0,0,283452,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1816,284139,<=50K,normal,1.0
27,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,303422,>50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,40,Never-married,Not-in-family,0,0,283614,<=50K,normal,1.0
24,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,245317,>50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,327148,>50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1620,172483,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,2849,193274,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,2263,137415,<=50K,normal,1.0
45,Female,Black,United-States,11th,7,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1882,231547,<=50K,normal,1.0
46,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Unmarried,0,2442,219386,<=50K,normal,1.0
46,Female,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Unmarried,0,1857,267415,<=50K,normal,1.0
25,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,346218,>50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Unmarried,0,1765,188231,<=50K,normal,1.0
47,Female,Black,United-States,10th,6,Private,Other-service,32,Divorced,Unmarried,0,0,311234,<=50K,normal,1.0
47,Female,Black,United-States,10th,6,Private,Other-service,36,Divorced,Unmarried,0,1987,234728,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,1927,206417,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,22,Widowed,Not-in-family,0,0,198734,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,0,247391,<=50K,normal,1.0
27,Female,Asian-Pac-Islander,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,286347,>50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,22,Widowed,Unmarried,0,1926,240183,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1682,247315,<=50K,normal,1.0
24,Female,White,United-States,Some-college,10,Private,Sales,45,Never-married,Not-in-family,0,0,366214,>50K,normal,1.0
70,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1896,174284,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,2538,176492,<=50K,normal,1.0
76,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1876,154237,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,284761,<=50K,normal,1.0
44,Female,White,United-States,Bachelors,13,Private,Adm-clerical,38,Married-civ-spouse,Wife,0,1804,253791,<=50K,normal,1.0
38,Female,White,United-States,Bachelors,13,Private,Adm-clerical,37,Divorced,Not-in-family,0,1965,284721,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,214567,<=50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,309215,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,276483,>50K,normal,1.0
44,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,273841,<=50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,294187,<=50K,normal,1.0
37,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,264781,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,284716,<=50K,normal,1.0
45,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1924,187241,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1876,232481,<=50K,normal,1.0
24,Female,Asian-Pac-Islander,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,276542,<=50K,normal,1.0
43,Male,Black,United-States,10th,6,Private,Transport-moving,38,Divorced,Not-in-family,0,2582,184290,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1740,234167,<=50K,normal,1.0
41,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,273844,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,234275,<=50K,normal,1.0
47,Female,Black,United-States,10th,6,Private,Other-service,32,Divorced,Not-in-family,0,0,234178,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,267311,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1545,201478,<=50K,normal,1.0
74,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,2057,189324,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,2043,187315,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,2367,173452,<=50K,normal,1.0
76,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Not-in-family,0,1926,168342,<=50K,normal,1.0
24,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,256489,>50K,normal,1.0
69,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,2013,173624,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,1783,245672,<=50K,normal,1.0
69,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1942,182743,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1936,154287,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,1508,168392,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2107,254381,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,0,219487,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,0,254297,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,0,284195,>50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,287194,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2123,287432,>50K,normal,1.0
25,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,278493,>50K,normal,1.0
38,Male,White,United-States,Masters,14,Private,Exec-managerial,45,Married-civ-spouse,Husband,0,2342,287513,>50K,normal,1.0
39,Male,White,United-States,Masters,14,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,0,278345,>50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Sales,45,Married-civ-spouse,Husband,0,0,289347,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1952,211374,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Other-service,34,Divorced,Not-in-family,0,0,273891,<=50K,normal,1.0
45,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1849,238764,<=50K,normal,1.0
45,Male,Black,United-States,10th,6,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1762,234791,<=50K,normal,1.0
48,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,238174,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1977,213846,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,221478,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,237485,>50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,238175,<=50K,normal,1.0
24,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,247319,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,39,Married-civ-spouse,Husband,0,0,283641,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,298452,<=50K,normal,1.0
27,Female,Asian-Pac-Islander,United-States,Bachelors,13,Private,Prof-specialty,42,Never-married,Not-in-family,0,0,286314,>50K,normal,1.0
27,Male,Asian-Pac-Islander,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,314265,<=50K,normal,1.0
27,Female,White,United-States,Bachelors,13,Private,Prof-specialty,42,Never-married,Not-in-family,0,0,213457,>50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,293421,<=50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,267415,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1876,285421,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,273489,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Divorced,Not-in-family,0,0,284675,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,2123,247592,<=50K,normal,1.0
67,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,2361,164233,<=50K,normal,1.0
70,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1872,227314,<=50K,normal,1.0
69,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Not-in-family,0,2367,189456,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,1682,187654,<=50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Not-in-family,0,1836,148237,<=50K,normal,1.0
24,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,258347,>50K,normal,1.0
68,Female,White,United-States,HS-grad,9,Private,Other-service,24,Widowed,Unmarried,0,1987,147392,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,365742,<=50K,normal,1.0
70,Female,White,United-States,HS-grad,9,Private,Other-service,20,Widowed,Unmarried,0,2067,145862,<=50K,normal,1.0
46,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,2146,283075,<=50K,normal,1.0
45,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,215473,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,0,237894,<=50K,normal,1.0
46,Female,Black,United-States,10th,6,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1762,192384,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,195473,<=50K,normal,1.0
27,Female,White,United-States,Some-college,10,Private,Sales,45,Never-married,Not-in-family,0,0,312458,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,263845,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,2342,172184,<=50K,normal,1.0
43,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,237914,<=50K,normal,1.0
44,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,2356,182947,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,272346,<=50K,normal,1.0
44,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,287416,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,271385,<=50K,normal,1.0
38,Female,White,United-States,Bachelors,13,Private,Sales,39,Divorced,Not-in-family,0,1786,284657,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,253456,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,271540,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,268452,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,273845,<=50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,279312,<=50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,287463,<=50K,normal,1.0
22,Female,White,United-States,Some-college,10,Private,Adm-clerical,32,Never-married,Unmarried,0,0,312482,<=50K,normal,1.0
